0,0.1065,10.7
0,0.047,10.7
0,0.001,47.9
1,0.0005,394.0
0,0.166,1.3
0,0.1065,2400.0
0,0.0765,1.3
0,0.0465,1.3
0,0.032,35.5
0,0.017,115.8
0,0.008,130.8
1,0.0075,79.3
0,0.0025,32.7
1,0.002,218.1
0,0.0005,296.0
0,0.0005,40.8
0,0.4035,218.1
0,0.165,312.2
0,0.1055,312.7
1,0.053,4.0
0,0.0525,13.3
1,0.052,33.9
2,0.0505,13.6
3,0.05,15.6
4,0.0495,46.7
5,0.049,39.0
6,0.047,0.1
7,0.0005,1.1
0,0.0295,31.1
1,0.029,76.2
2,0.0285,41.4
3,0.028,66.4
0,0.0135,24.2
1,0.013,96.8
2,0.0125,72.5
3,0.012,89.2
0,0.0055,60.5
1,0.005,30.0
2,0.0045,73.2
0,0.0025,47.9
1,0.002,345.5
2,0.0005,3.3
0,0.001,75.2
1,0.0005,960.0
0,0.0005,368.4
0,0.0005,877.8
0,0.1045,24.0
0,0.0615,9.1
1,0.061,29.4
2,0.0605,21.2
3,0.06,42.3
4,0.0595,16.7
0,0.0255,20.2
1,0.025,23.2
2,0.0245,6.5
3,0.024,119.2
0,0.008,31.1
1,0.0075,552.2
2,0.007,124.8
0,0.0025,644.7
1,0.002,256.8
2,0.0005,5.0
0,0.001,346.0
1,0.0005,259.8
0,0.0695,9.1
1,0.069,31.4
2,0.0685,47.8
3,0.068,34.4
0,0.0345,81.8
1,0.034,147.2
2,0.0335,83.2
0,0.015,54.0
1,0.0145,100.1
2,0.014,105.4
3,0.0135,113.0
0,0.0035,85.8
1,0.003,205.5
2,0.0025,104.7
0,0.401,24.0
0,0.281,25.0
0,0.221,26.0
0,0.166,6.0
1,0.1655,4.0
2,0.165,4.0
3,0.1645,8.0
4,0.164,4.0
5,0.1285,1.0
0,0.116,19.0
1,0.1155,15.0
2,0.115,8.0
3,0.1145,14.0
4,0.114,7.0
5,0.1135,16.0
6,0.1095,8.1
7,0.107,0.1
0,0.086,25.2
1,0.0855,65.3
2,0.085,27.3
3,0.0845,21.1
0,0.0525,0.8
1,0.052,67.8
2,0.0515,121.2
3,0.051,206.1
4,0.0505,0.1
5,0.048,1.0
6,0.0415,1.0
7,0.017,1.0
0,0.0295,30.2
1,0.029,100.0
2,0.0285,13.2
0,0.0165,7.7
1,0.016,287.5
2,0.0155,105.7
0,0.0095,10.9
1,0.009,556.3
2,0.0085,240.6
0,0.0055,851.5
0,0.0045,295.9
1,0.004,264.5
0,0.0025,862.4
0,0.002,663.7
0,0.0015,774.4
0,0.001,908.1
0,0.0005,903.5
0,0.0005,1422.9
0,0.0005,100.0
0,0.401,24.0
0,0.2875,6.0
1,0.287,2.0
2,0.2865,8.0
3,0.286,2.0
4,0.2855,4.0
5,0.285,2.0
6,0.281,1.0
0,0.2345,6.0
1,0.234,4.0
2,0.2335,6.0
3,0.233,4.0
4,0.2325,4.0
5,0.221,1.0
0,0.1885,9.0
1,0.188,18.0
2,0.187,8.0
3,0.1865,20.0
4,0.1855,20.0
5,0.184,31.0
6,0.1835,9.0
0,0.152,25.2
1,0.1515,80.0
2,0.151,60.8
3,0.1505,81.8
0,0.1145,35.0
1,0.114,120.3
2,0.1135,124.0
0,0.082,145.3
1,0.0815,101.7
2,0.081,171.1
0,0.057,98.3
1,0.0565,115.9
0,0.0395,1.2
1,0.039,57.2
2,0.0385,137.1
0,0.0275,9.0
1,0.027,27.6
2,0.0265,222.2
3,0.026,76.9
0,0.019,334.7
1,0.0185,380.8
0,0.014,185.0
1,0.0135,460.7
0,0.0085,524.3
1,0.008,329.0
0,0.0035,481.3
1,0.003,160.2
0,0.0025,213.5
1,0.002,341.6
0,0.4205,44.1
1,0.42,15.6
2,0.4195,93.9
3,0.419,27.5
4,0.0005,1.0
0,0.221,20.2
1,0.2205,32.7
2,0.22,132.5
3,0.2195,56.3
0,0.18,18.2
1,0.179,83.9
2,0.1785,95.5
3,0.178,46.1
4,0.1775,22.8
5,0.0005,1.0
0,0.1445,15.7
1,0.144,23.4
2,0.1435,102.9
3,0.143,98.0
4,0.131,0.1
5,0.0005,1.0
0,0.0885,2.3
1,0.088,20.4
2,0.0875,32.6
0,0.052,93.1
1,0.0515,33.0
2,0.01,2.0
0,0.0325,2.1
1,0.032,164.7
0,0.0215,123.9
1,0.021,310.9
2,0.0205,33.5
0,0.018,290.0
1,0.0175,72.7
2,0.0125,10.0
3,0.0025,10.0
0,0.015,310.5
0,0.0115,190.8
0,0.0095,84.8
0,0.0065,1271.2
1,0.006,2033.4
0,0.0045,59.2
1,0.004,108.0
0,0.0025,351.5
0,0.002,107.2
1,0.0015,435.1
0,0.002,3.9
1,0.0015,46.2
2,0.001,213.7
0,0.001,86.6
0,0.441,14.0
1,0.4405,14.0
2,0.44,34.9
3,0.4395,69.1
4,0.439,65.6
5,0.4385,17.7
0,0.2655,22.2
1,0.265,64.3
2,0.2645,69.5
3,0.264,68.3
4,0.2635,53.1
5,0.263,28.7
0,0.2305,19.5
1,0.23,20.9
2,0.2295,43.9
3,0.229,111.8
4,0.2285,41.9
5,0.2275,26.4
6,0.227,18.0
0,0.1995,24.6
1,0.199,125.5
2,0.182,0.1
0,0.147,30.0
1,0.1465,110.0
2,0.146,131.7
3,0.1,24.2
0,0.1075,0.1
1,0.107,127.4
2,0.1065,33.7
0,0.079,230.1
1,0.0785,26.7
0,0.0605,8.0
1,0.06,212.1
2,0.0595,96.2
0,0.053,54.0
1,0.0525,256.5
2,0.0005,0.3
0,0.047,52.0
1,0.0465,266.4
0,0.038,48.0
1,0.0375,272.4
0,0.031,154.5
1,0.0305,109.5
0,0.0215,76.2
1,0.0205,396.4
0,0.016,57.0
1,0.0155,162.5
0,0.0095,246.7
0,0.0065,179.2
1,0.0005,2.1
0,0.0025,9.4
1,0.002,321.3
2,0.001,2.0
